#Hydration free energy datbase v0.52, 6/11/17.
#Semicolon-delimited text file with fields in the following format:
# compound id (and file prefix); SMILES; iupac name (or alternative if IUPAC is unavailable or not parseable by OEChem); experimental value (kcal/mol); experimental uncertainty (kcal/mol); Mobley group calculated value (GAFF) (kcal/mol); calculated uncertainty (kcal/mol); experimental reference (original or paper this value was taken from); calculated reference; text notes.
mobley_1017962; CCCCCC(=O)OC; methyl hexanoate; -2.49; 0.60; -3.30; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5390332; CCCC(=O)OC; methyl butanoate; -2.83; 0.60; -3.55; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5393242; CCOP(=S)(OCC)Oc1cc(nc(n1)C(C)C)C; diazinon; -6.48; 0.13; -10.75; 0.05; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5445548; CC(C)c1ccccc1; cumene; -0.30; 0.60; -0.67; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5449201; CCCCC; n-pentane; 2.30; 0.20; 2.67; 0.02; 10.1039/P29900000291; 10.1021/acs.jced.7b00104; Experimental uncertainty as suggested by 10.1039/P29900000291 -- 0.2 kcal/mol.  
mobley_5456566; c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)c2c(c(c(c(c2Cl)Cl)Cl)Cl)Cl; 1,2,3,4,5-pentachloro-6-(2,3,4,5,6-pentachlorophenyl)benzene; -2.98; 1.00; 0.76; 0.05; 10.1007/s10822-012-9568-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5467162; CC(C)(C)c1ccc(cc1)O; 4-tert-butylphenol; -5.91; 0.60; -5.54; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5471704; CC(C)CCOC(=O)C; isopentyl acetate; -2.21; 0.60; -3.07; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_547634; Cc1cc2ccccc2cc1C; 2,3-dimethylnaphthalene; -2.78; 0.60; -2.95; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5494918; C(=C(F)F)(C(F)(F)F)F; 1,1,2,3,3,3-hexafluoroprop-1-ene; 2.93; 0.60; 2.31; 0.02; 10.1021/cr60306a003; 10.1021/acs.jced.7b00104; Updated correcting an error in the Rizzo/Mobley sets that had arisen from confusing the abbreviation HFP with hexafluoropropan-2-ol versus hexafluoropropene. Reference: Wilhelm, E., Battino, R., Wilcock, R. J., Chem. Rev. 1977, 77, 223-262.  Experimental uncertainty not presently available, so assigned a default value.  
mobley_5499659; Cn1ccnc1; 1-methylimidazole; -8.41; 0.60; -6.28; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_550662; CC(OC)(OC)OC; 1,1,1-trimethoxyethane; -4.42; 0.60; -3.70; 0.04; 10.1021/ja00802a021; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5510474; c1ccc2c(c1)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2; 1,2,3,4-tetrachlorodibenzo-p-dioxin; -3.81; 0.14; -2.77; 0.04; 10.1007/s10822-012-9568-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5518547; Cc1ccc(cc1)N; 4-methylaniline; -5.57; 0.60; -5.49; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5520946; c1ccc(cc1)S; benzenethiol; -2.55; 0.60; -1.50; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5538249; c1ccc(cc1)c2c(cc(cc2Cl)Cl)Cl; 1,3,5-trichloro-2-phenyl-benzene; -2.16; 0.10; -1.15; 0.04; 10.1007/s10822-012-9568-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5561855; c1cc(c(c(c1)Cl)c2c(cc(cc2Cl)Cl)Cl)Cl; 1,3,5-trichloro-2-(2,6-dichlorophenyl)benzene; -1.96; 0.10; -0.48; 0.04; 10.1007/s10822-012-9568-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5571660; Cc1cccc(c1N)C; 2,6-dimethylaniline; -5.21; 0.60; -5.57; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5600967; CN(C)C(=O)c1ccc(cc1)OC; 4-methoxy-N,N-dimethyl-benzamide; -11.01; 0.60; -9.62; 0.04; 10.1139/v92-210; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5616693; C[C@@H]1CC[C@H](C(=O)C1)C(C)C; (2S,5R)-2-isopropyl-5-methylcyclohexanone; -2.53; 0.25; -3.52; 0.03; SAMPL4_Guthrie; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5627459; CC(C)C=O; 2-methylpropanal; -2.86; 0.60; -2.97; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5631798; N; ammonia; -4.29; 0.60; -4.02; 0.01; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5665561; Cc1cc(c2ccccc2c1)C; 1,3-dimethylnaphthalene; -2.47; 0.60; -3.00; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5690766; C=CCCC=C; hexa-1,5-diene; 1.01; 0.60; 2.49; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5692472; CNC; N-methylmethanamine; -4.29; 0.60; -2.99; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5708811; COc1c(ccc(c1C(=O)O)Cl)Cl; dicamba; -9.86; 1.93; -8.66; 0.04; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5732611; Cc1c[nH]cn1; 4-methyl-1H-imidazole; -10.27; 0.60; -8.21; 0.03; 10.1021/bi00507a030; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5747188; Cc1ccccc1[N+](=O)[O-]; 1-methyl-2-nitro-benzene; -3.58; 0.60; -3.13; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5747981; COCC(OC)(OC)OC; 1,1,1,2-tetramethoxyethane; -5.73; 0.60; -5.44; 0.04; 10.1139/v80-201; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5759258; CCCCCO; pentan-1-ol; -4.57; 0.60; -3.05; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5760563; COS(=O)(=O)OC; dimethyl sulfate; -5.10; 0.60; -8.41; 0.03; 10.1139/v78-385; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5816127; COCCO; 2-methoxyethanol; -6.62; 0.40; -4.69; 0.03; 10.1007/BF00646936 and 10.1136/oem.45.8.561; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  Updated 10/22/13 using the mean of experimental data from two sources listed as experimental references.  
mobley_5852491; CC1CCCC1; methylcyclopentane; 1.59; 0.60; 1.78; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5857; c1ccc2c(c1)cccn2; quinoline; -5.72; 0.60; -4.99; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5880265; CCCCOCCO; 2-butoxyethanol; -6.25; 0.60; -3.85; 0.04; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_588781; CCCCCCc1ccccc1; hexylbenzene; -0.04; 0.60; -0.10; 0.04; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5890803; CCCOC(=O)CC; propyl propanoate; -2.44; 0.60; -2.45; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_590519; CCSSCC; ethyldisulfanylethane; -1.64; 0.60; -0.98; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5917842; Cc1ccc(c(c1)OC)O; 4-methyl-2-methoxyphenol; -5.80; 0.10; -4.55; 0.04; SAMPL4_Guthrie; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5935995; CCC(C)(C)C; 2,2-dimethylbutane; 2.51; 0.60; 2.50; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5948990; c1ccc(c(c1)N)[N+](=O)[O-]; 2-nitroaniline; -7.37; 0.60; -7.66; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5952846; C(=C(Cl)Cl)(Cl)Cl; 1,1,2,2-tetrachloroethylene; 0.10; 0.60; 1.33; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5973402; CC(C)CCO; 3-methylbutan-1-ol; -4.42; 0.60; -3.24; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_5977084; Cc1cccnc1; 3-methylpyridine; -4.77; 0.60; -3.22; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6006813; CCCC[N+](=O)[O-]; 1-nitrobutane; -3.09; 0.60; -1.45; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6055410; c1cc(c(cc1c2ccc(cc2F)F)C(=O)O)O; diflunisal; -9.40; 0.20; -6.61; 0.06; 10.1007/s10822-010-9350-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6060301; CCCCCCN; hexan-1-amine; -3.95; 0.60; -2.77; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6081058; CCCCC/C=C/C=O; oct-2-enal; -3.43; 0.60; -2.71; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Renamed mobley_6081058 from oct-2-enal to (E)-oct-2-enal (the name from the 3D structure) since the former did not completely specify stereochemistry.  
mobley_6082662; c1cc(ccc1N)N(=O)=O; 4-nitroaniline; -9.82; 0.10; -9.42; 0.03; 10.1007/s10822-010-9350-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6091882; C=C; ethylene; 1.28; 0.60; 2.33; 0.01; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6102880; c1ccc(cc1)Oc2ccccc2; diphenyl ether; -2.87; 0.69; -2.81; 0.03; SAMPL4_Guthrie; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6115639; COP(=O)(OC)OC; trimethyl phosphate; -8.70; 0.10; -10.64; 0.03; 10.1007/s10822-010-9350-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6175884; Cc1ccc(cc1)C=O; 4-methylbenzaldehyde; -4.27; 0.60; -5.01; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6190089; C(C(Cl)Cl)(Cl)Cl; 1,1,2,2-tetrachloroethane; -2.37; 0.10; -0.53; 0.03; 10.1007/s10822-012-9568-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6195751; COc1c(c(c(c(c1Cl)C=O)Cl)OC)O; 2,6-dichlorosyringaldehyde; -8.68; 0.76; -9.85; 0.04; SAMPL4_Guthrie; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6198745; CC(=O)OCC(COC(=O)C)OC(=O)C; 2,3-diacetoxypropyl acetate; -8.84; 0.20; -12.33; 0.06; 10.1021/jm070549+; 10.1021/acs.jced.7b00104; Topology and coordinate files re-generated 10/9/13 from original .mol2 files.  Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from glycerol triacetate to 2,3-diacetoxypropyl acetate for better handling/standardization.  Experimental uncertainty estimate updated to 0.2 as of v0.2 to match uncertainty estimate given in Nicholls et al. paper.  
mobley_6201330; CCCOC(=O)c1ccc(cc1)O; propyl paraben; -9.37; 0.22; -8.95; 0.04; 10.1007/s10822-010-9350-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6232400; c1cc(cnc1)C=O; pyridine-3-carbaldehyde; -7.10; 0.60; -7.42; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6235784; CC[C@H](C)Cl; 2-chlorobutane; 0.00; 0.60; 0.93; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Renamed mobley_6235784 from 2-chlorobutane to (2S)-2-chlorobutane (the name from the 3D structure) since the former did not completely specify stereochemistry.  
mobley_6239320; c1(=O)[nH]c(=O)[nH]c(=O)[nH]1; cyanuric acid; -18.06; 0.27; -21.76; 0.03; 10.1007/s10822-010-9350-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6248915; CCCCCCCCN; octan-1-amine; -3.65; 0.60; -2.59; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6250025; CCCCCCI; 1-iodohexane; 0.08; 0.60; 0.04; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6257907; c1cc(cc(c1)Cl)N; 3-chloroaniline; -5.82; 0.60; -5.14; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6266306; C1CNC1; azetidine; -5.56; 0.60; -3.86; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_627267; CC(C)CBr; 1-bromo-2-methyl-propane; -0.03; 0.60; 0.76; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_628086; C[C@@H](C(F)(F)F)O; 1,1,1-trifluoropropan-2-ol; -4.16; 0.60; -3.52; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Renamed mobley_628086 from 1,1,1-trifluoropropan-2-ol to (2S)-1,1,1-trifluoropropan-2-ol (the name from the 3D structure) since the former did not completely specify stereochemistry.  
mobley_628951; c1cc(c(c(c1)Cl)c2c(cccc2Cl)Cl)Cl; 1,3-dichloro-2-(2,6-dichlorophenyl)benzene; -2.28; 0.12; -1.23; 0.04; 10.1007/s10822-012-9568-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6303022; CCc1ccncc1; 4-ethylpyridine; -4.73; 0.60; -3.19; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6309289; C1CCNCC1; piperidine; -5.11; 0.60; -3.87; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_632905; CC(=O)c1ccc(cc1)OC; 1-(4-methoxyphenyl)ethanone; -4.40; 0.60; -6.58; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6334915; COP(=O)([C@H](C(Cl)(Cl)Cl)O)OC; (1R)-2,2,2-trichloro-1-dimethoxyphosphoryl-ethanol; -12.74; 1.93; -13.42; 0.04; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from trichlorfon to (1R)-2,2,2-trichloro-1-dimethoxyphosphoryl-ethanol for better handling/standardization.  
mobley_6338073; CCNc1nc(nc(n1)SC)NC(C)(C)C; terbutryn; -6.68; 0.42; -9.27; 0.04; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from terbutryn to 2-N-tert-butyl-4-N-ethyl-6-(methylsulfanyl)-1,3,5-triazine-2,4-diamine for better handling/standardization.  
mobley_6353617; CC(=O)c1cccnc1; 1-(3-pyridyl)ethanone; -8.26; 0.60; -7.84; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6358463; c1ccc(c(c1)C(F)(F)F)C(F)(F)F; 1,2-bis(trifluoromethyl)benzene; 1.07; 0.60; -1.44; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6359135; C(Cl)(Cl)(Cl)Cl; carbon tetrachloride; 0.08; 0.60; 1.19; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6359156; c1ccc(cc1)c2cc(ccc2Cl)Cl; 1,4-dichloro-2-phenyl-benzene; -2.46; 0.10; -1.90; 0.04; 10.1007/s10822-012-9568-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_63712; CN1CCCCC1; 1-methylpiperidine; -3.88; 0.60; -3.47; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_637522; c1ccc2cc3ccccc3cc2c1; anthracene; -3.95; 0.60; -5.19; 0.04; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6416775; CCCC1CCCC1; propylcyclopentane; 2.13; 0.60; 2.10; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6430250; CCCc1ccccc1; propylbenzene; -0.53; 0.60; -0.51; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6456034; CC(C)COC(=O)C(C)C; isobutyl 2-methylpropanoate; -1.69; 0.60; -2.58; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_646007; C1CCNC1; pyrrolidine; -5.48; 0.60; -4.28; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6474572; C=CCl; chloroethylene; -0.59; 0.60; 1.16; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6497672; C/C=C/C=O; but-2-enal; -4.22; 0.60; -3.34; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Renamed mobley_6497672 from but-2-enal to (E)-but-2-enal (the name from the 3D structure) since the former did not completely specify stereochemistry.  
mobley_6522117; CCOP(=O)(OCC)O/C(=C/Cl)/c1ccc(cc1Cl)Cl; 2-chloro-1-(2,4-dichlorophenyl)ethenyl diethyl phosphate; -7.07; 1.37; -9.03; 0.05; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Renamed mobley_6522117 from 2-chloro-1-(2,4-dichlorophenyl)ethenyl diethyl phosphate to [(E)-2-chloro-1-(2,4-dichlorophenyl)vinyl] diethyl phosphate (the name from the 3D structure) since the former did not completely specify stereochemistry.  
mobley_6571751; CC1=CCCCC1; 1-methylcyclohexene; 0.67; 0.60; 1.34; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6619554; CCCCC(=O)OCC; ethyl pentanoate; -2.49; 0.60; -3.11; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6620221; CC1(Cc2cccc(c2O1)OC(=O)NC)C; carbofuran; -9.61; 0.30; -11.13; 0.04; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6632459; CCC=O; propanal; -3.43; 0.60; -3.15; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_664966; C(I)I; diiodomethane; -2.49; 0.60; -1.88; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_667278; c1cc(c(c(c1c2cc(c(c(c2Cl)Cl)Cl)Cl)Cl)Cl)Cl; 1,2,3,4-tetrachloro-5-(2,3,4-trichlorophenyl)benzene; -4.40; 0.10; -0.81; 0.04; 10.1007/s10822-012-9568-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6688723; COc1c(cc(c(c1O)OC)Cl)Cl; 3,5-dichloro-2,6-dimethoxyphenol; -6.44; 0.38; -5.98; 0.04; SAMPL4_Guthrie; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6714389; CN; methanamine; -4.55; 0.60; -3.58; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6727159; C(CO[N+](=O)[O-])O; 2-(nitrooxy)ethan-1-ol; -8.18; 0.10; -6.68; 0.03; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from ethyleneglycol mononitrate to 2-(nitrooxy)ethan-1-ol for better handling/standardization.  
mobley_6733657; C1[C@H]([C@@H]2[C@H]([C@H]1Cl)[C@]3(C(=C([C@@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl; chlordane; -3.44; 0.10; -3.23; 0.04; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6739648; C1COCCO1; 1,4-dioxane; -5.06; 0.60; -4.27; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6743808; Cc1ccc(cc1C)O; 3,4-dimethylphenol; -6.50; 0.60; -5.47; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_676247; C(F)(F)(F)F; tetrafluoromethane; 3.12; 0.60; 2.49; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6794076; CC(=O)c1ccncc1; 1-(4-pyridyl)ethanone; -7.62; 0.60; -7.57; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6804509; c1c(c(cc(c1Cl)Cl)Cl)Cl; 1,2,4,5-tetrachlorobenzene; -1.34; 0.60; 0.04; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6812653; CCCCCC; hexane; 2.48; 0.60; 2.85; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6843802; c1ccc(cc1)O[C@@H](C(F)F)F; 1,2,2-trifluoroethoxybenzene; -1.29; 0.60; -3.04; 0.04; J. Lu, 1994, Ph.D. Thesis, University of Western Ontario; 10.1021/acs.jced.7b00104; Renamed mobley_6843802 from 1,2,2-trifluoroethoxybenzene to [(1R)-1,2,2-trifluoroethoxy]benzene (the name from the 3D structure) since the former did not completely specify stereochemistry.  
mobley_6854178; CC(C)OC=O; isopropyl formate; -2.02; 0.60; -3.59; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6861308; CN(C)C(=O)Nc1ccccc1; fenuron; -9.13; 1.93; -11.81; 0.04; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6896128; CCCC[C@@H](C)CC; 3-methylheptane; 2.97; 0.60; 3.03; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Renamed mobley_6896128 from 3-methylheptane to (3S)-3-methylheptane (the name from the 3D structure) since the former did not completely specify stereochemistry.  
mobley_6911232; CCOC; methoxyethane; -2.10; 0.60; -0.71; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6917738; COCCN; 2-methoxyethanamine; -6.55; 0.60; -5.03; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6929123; COC(=O)CCl; methyl 2-chloroacetate; -4.00; 0.60; -3.82; 0.02; 10.1139/v80-201; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6935906; CC(=CCC[C@](C)(C=C)OC(=O)C)C; (3R)-3,7-Dimethylocta-1,6-dien-3-yl acetate; -2.49; 0.85; -2.96; 0.04; SAMPL4_Guthrie; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6973347; CCOC(=O)C; ethyl acetate; -2.94; 0.60; -3.75; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6978427; COC(=O)C1CCCCC1; methyl cyclohexanecarboxylate; -3.30; 0.60; -4.38; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6981465; CC(C)OC(=O)C; isopropyl acetate; -2.64; 0.60; -3.37; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_6988468; CCc1ccccn1; 2-ethylpyridine; -4.33; 0.60; -3.31; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7009711; Cc1cc(cc(c1)O)C; 3,5-dimethylphenol; -6.27; 0.60; -5.44; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7010316; C1CCC(CC1)O; cyclohexanol; -5.46; 0.60; -4.18; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
